,Name,Style
1716,"@madhav_pastey moral of the story, never check mails in the night. PS. Most notices have nothing much to worry about. @ashwinikn",fear
1717,“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato,fear
1718,@All4 is the android app it designed to be buggy and work sporadically on a fire TV box? #shocking,fear
1719,@All4 is the android app it designed to be buggy and work sporadically on a fire TV box? ,fear
1720,Having a terrific Tuesday? Crush it today with the Power of 4. Treat your internet like Pizza =D \n#PowerOf4,fear
1721,@joey_coops yes Hun! Avoid at all costs!! #nightmare,fear
1722,@joey_coops yes Hun! Avoid at all costs!! ,fear
1723,The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious? #afraid,fear
1724,The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious? ,fear
1725,You want  bad service use #frontier they have #terrible service. Go to #AT&amp;T anybody is better. I am going to complain to better business,fear
1726,@TheDappaMc also £2.50 for a chocolate Feast ice lolly.. proper shocking 😩,fear
1727,@AttentiAlGatto LOL! Why would it scare me? It doesn't make any sense at all but it doesn't scare me! {chuckles},fear
1728,"By officialy adopting #BurhanWani, a #Hizbul terrorist, #Pakistan n #NawazSharif hv md a cardinal mistake 2day tht'll haunt fr years. #UNGA",fear
1729,"@soozclifford Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan ",fear
1730,"@soozclifford Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan #timid",fear
1731,Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. #nervous,fear
1732,Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. ,fear
1733,"@spencer0415 awe, I love you kid!!",fear
1734,"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.",fear
1735,"@AlaskaGurus @adventuretweets agreed! 😍 an awe to meet such beautiful, powerful animals.",fear
1736,@BuzzFeed so this houses will get into my instestines and scare my poop and I'll shit my pants?,fear
1737,Nothing worse than an uber driver that can't drive. #awful,fear
1738,Nothing worse than an uber driver that can't drive. ,fear
1739,On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot #terror,fear
1740,On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot ,fear
1741,"⊰ @FrameOfAnAngel ⊱ \n\n+ Of them. I'm here for answers, and if I scare her to death, there won't be answers for me. \n\nSo instead, I just +",fear
1742,"But I was so intrigued by your style, boy.Always been a sucker for a wild boy #alarm -@AnneMarieIAm",fear
1743,@SAHARTHERAPPER I unfollowed without hesitation &lt;3,fear
1744,Watching It Follows.  This is a super freaky movie.  #scary,fear
1745,"They'll be yo friend, shake your hand, then kick in yo door thas the way the game go🤖🤐.",fear
1746,And I cried in front of my guy last night. And it's just been a horrible week but it's only for a week,fear
1747,"Came in to work today 1.5 hours late.1st thing I hear: 'Ma'am,the big boss has been waiting for you in his office.' #panic #hateBeingLate 😩😪",fear
1748,also i had an awful nightmare involving being sick where worms were involved i was so disgusted when i woke up,fear
1749,"At school, my classmate is with me at music class and he sang Hallelujah like, god, with my friend we were breathless.",fear
1750,@CNNPolitics I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste! #bully,fear
1751,@CNNPolitics I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste! ,fear
1752,#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax,fear
1753,"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people?  #recluse #issues",fear
1754,My Modern Proverb: 'Don't let anyone intimidate you about being single; most marriages end in divorce.',fear
1755,"He called me fat, so I pushed him into the lockers then he threaten to sue me' 😂",fear
1756,Whatt a trailerrrr !!! @karanjohar @AnushkaSharma #RanbirKapoor #AishwaryaRaiBachchan i am COMPLETELY BLOWN !! #awestruck #longingformore,fear
1757,Whatt a trailerrrr !!! @karanjohar @AnushkaSharma #RanbirKapoor #AishwaryaRaiBachchan i am COMPLETELY BLOWN !!  #longingformore,fear
1758,I have been seeing terrible terrible prescriptions this week. What's going on?,fear
1759,"@stephenfhayes Mustard gas = hostile work environment, not #terrorism; call #OSHA not #military",fear
1760,Dunno y am going to the Yorkshire scare grounds when I only lasted a minute in the Alton towers one before running out a fire exit crying,fear
1761,@LethalWeaponFOX This show SUCKS! #lame #awful you even used the same names?? lol SO SO bad! #Failed #notworth2minutes. Off air SOON,fear
1762,Rooney shocking attempted cross,fear
1763,That's an awful miss from Rooney.,fear
1764,Another fun fact: i am afraid,fear
1765,Why upping rooms makes a few apprehend leaving out charcoal ownership: UnZU,fear
1766,I don't want speak front to him #afraid #intimidate #nopanicattack,fear
1767,I don't want speak front to him   #nopanicattack,fear
1768,I want to be a woman who #overcomes obstacles by tackling them in #faith instead of tiptoeing around them in #fear. Renee Swope,fear
1769,When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help #fear #heart #HeartRacing,fear
1770,When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help  #heart #HeartRacing,fear
1771,@RyanAbe awe yay thank god I was so worried.,fear
1772,About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography #horror,fear
1773,About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography ,fear
1774,@hollywooddivas @TMZ_Sports Idiots like Larry Sanders scare us All!How can Morons these days Rush 2 Judge #Police w/o all facts yet?FU thugs,fear
1775,Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate #awful,fear
1776,Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate ,fear
1777,T5ylw ansh a79l shy 7lw mn wayed nas fe whatsapp,fear
1778,The moment you bring her to meet your best friend and you're nervous af! 😬😆  #thefriendtest,fear
1779,The moment you bring her to meet your best friend and you're nervous af! 😬😆 #nervous #thefriendtest,fear
1780,@ChrissyCostanza and have social anxiety. There is many awkward things wrong with me. 😄,fear
1781,"@chutneysupercat hi lovely brownie, MM is calling me tuppytupperware.. its awful",fear
1782,Northampton are awful 🙈,fear
1783,It really is amazing the money they give to some of these QB's #nfl #texans #brock ,fear
1784,It really is amazing the money they give to some of these QB's #nfl #texans #brock #terrible,fear
1785,@lukeshawtime terrible,fear
1786,@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius #awful,fear
1787,@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius ,fear
1788,Trying to book holiday flights on @britishairways website is becoming a #nightmare,fear
1789,Trying to book holiday flights on @britishairways website is becoming a ,fear
1790,Bout ta get my @dontbreathe on up in here! @WarrenTheaters #nervous #icantholdmybreaththatlong,fear
1791,Bout ta get my @dontbreathe on up in here! @WarrenTheaters  #icantholdmybreaththatlong,fear
1792,"#twitter #users Tweeting on twitter is like playing a game against the computer. Where's the life, Everyone too #afraid to say something?",fear
1793,@ReaganBattalion That's a terrible thing to accuse Scott Baio of.,fear
1794,Tweeting from the sporadic wifi on the tube #perilous,fear
1795,Tweeting from the sporadic wifi on the tube ,fear
1796,Southend players always haunt Man U,fear
1797,"If i start growing out my mustache now, I can be Pablo Escobar for Halloween!!!",fear
1798,Not the best horror ever but I like that the uncertainty,fear
1799,Hillary Clinton looked the other way to the Saudi war on women and their terror financing because they bought her off.,fear
1800,@AaliyahLove69 I would be intimidated but I would like to think I would have manned up and helped.,fear
1801,"it's horrible cos no one can relate,  everyone is happy and dandy in one way or another",fear
1802,@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months #horrible,fear
1803,@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months ,fear
1804,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... #shocking",fear
1805,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... ",fear
1806,Staff on @ryainair FR1005. Asked for info and told to look online. You get what you pay for. #Ryanair @STN_Airport #Compensation ,fear
1807,Staff on @ryainair FR1005. Asked for info and told to look online. You get what you pay for. #Ryanair @STN_Airport #Compensation #awful,fear
1808,An adviser to the #European #Union’s top #court said #Hamas and the #Tamil #Tigers should be taken off the EU’s #terror list.#lka,fear
1809,So about 18mths ago i signed up to @Lumo_Energy for their @VirginAustralia / Velocity FF deal. 18 months in still no FF points #shocking,fear
1810,So about 18mths ago i signed up to @Lumo_Energy for their @VirginAustralia / Velocity FF deal. 18 months in still no FF points ,fear
1811,#Matthew 25; 1-13\nCould somebody shoot a #video about it?\nIt could be 1 of those #horror videos but in the same time turning many 2 #Christ,fear
1812,@bkero @whispersystems Which really sucks because typing on a mobile device is always horrible and I hate it.,fear
1813,Be #afraid of the #quiet ones they are the ones who actually #think.,fear
1814,@riinkanei he's a horrible person and now i gag when i see people quote him,fear
1815,What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #fear #success #hustle,fear
1816,What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation  #success #hustle,fear
1817,a pedicure is supposed to be nice but honestly I'm so nervous rn my feet are too ticklish,fear
1818,US you need to band together not apart #nevertrump he promotes hatred and fuels #fear,fear
1819,US you need to band together not apart #nevertrump he promotes hatred and fuels ,fear
1820,"What a shamefull, unequal, dangerous and worrying world we live in nowadays! #terrifying #Charlotte  #shitworldforourkids",fear
1821,Been up since 4am. Too scared to go back to sleep #nightmare — feeling scared,fear
1822,@EASPORTSFIFA EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE #awful,fear
1823,@EASPORTSFIFA EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE ,fear
1824,@F1abraham holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom #horrible,fear
1825,@F1abraham holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom ,fear
1826,@JamesPiotr I am working on a feature right now about the preponderance of awful owners who are at war with fans. So many to choose from.,fear
1827,"BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you. #faith #leadership  #mindfu…",fear
1828,@chelsysayshi @Adweek touché! I'll start paying more attention and test this 🕵🏻‍♀️ #AdweekChat,fear
1829,"That boy so intimidated he go back and say dumb mess like that. 🤔 lol boy please, you know good and well.",fear
1830,The ecosystem is meant to break thru the wall of #apprehension. It's easy to follow a fave music star &amp; watch their goings on–but #dentists?,fear
1831,Plus why did I have a baby 4 days before Christmas this is gonna haunt me forever!!!,fear
1832,"@BennyN_PR If you need any assistance with your concern so it can be resolved, feel free to email us with your info. ^AP",fear
1833,inha's and seol's banter is rly fun to read. im in awe that seol is willing to deal with her tho,fear
1834,@littlepieces Customer services got involved and eventually completely wash their hands of it. #awful #dreamornightmare,fear
1835,@littlepieces Customer services got involved and eventually completely wash their hands of it.  #dreamornightmare,fear
1836,and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare,fear
1837,and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets ,fear
1838,I'm way too busy and tired all the time to worry about my past and the things I should be regretting (but I never am).,fear
1839,When City Hall has the fire alarm go off and it's been 15 minutes and the fire department still isn't here,fear
1840,@britishairways term 5 security queues at arrivals #shocking,fear
1841,@britishairways term 5 security queues at arrivals ,fear
1842,@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 #terrorism,fear
1843,@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 ,fear
1844,The #Texans should never play a prime time game again...this is #awful #TNF,fear
1845,The #Texans should never play a prime time game again...this is  #TNF,fear
1846,So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media #fear,fear
1847,So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media ,fear
1848,😫 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,fear
1849,Time for some despair #SDR3 #despair #fuckthisanime,fear
1850,Time for some despair #SDR3  #fuckthisanime,fear
1851,Fuckin restless,fear
1852,Annoyed with @TripAdvisorUK bullying me to download an app that eats my phone memory. Will seek alternative from now. #bully #tripadvisor,fear
1853,Annoyed with @TripAdvisorUK bullying me to download an app that eats my phone memory. Will seek alternative from now.  #tripadvisor,fear
1854,"@News24 #FMF protesters aren't interested in reasoned debate, just #intimidation #violence &amp; #disruption to get demands met",fear
1855,I #cry out #fear to clear a #path\nBut my Voice seems 2 silent 2 chase a #rat\nAm just indoor #expecting to open door\na #weak wise #fool I am,fear
1856,@jshayevitz @Israel is a #bully worse than #hitler a #demon under #human guise.. its the cause of all #MiddleEast problems!,fear
1857,@kevinrouth Now that's what I call a gameface! #gameface ,fear
1858,"@NikeSupport ok, thats it. After 2 weeks not being able to sign in, time to move on &amp; find another app. I will strongly discourage NikeRun",fear
1859,#quote What U #fear controls U. Fear is not out in life but in ur mind. Real difficulties can be overcome - Cheryl Janecky,fear
1860,I hate those sugar cookies shit is awful,fear
1861,"@gfunk85 @officialpes you must have been one of 'them'. Those that used long balls to win matches. Your reign of terror is over, accept it",fear
1862,@DaddyION you and that awful music can take a walk... right off a cliff. K. 😘,fear
1863,"It is important to seek peace, even in the midst of a horrific war #CreateSyria  @intalert #TalkingPeace #buildingpeace",fear
1864,@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! #nervous,fear
1865,@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! ,fear
1866,what to wear Friday \nspeaking in front of 100's.   #nervous,fear
1867,@CNN please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!,fear
1868,In honor of Shawty Lo passing away I made Dey Know my new alarm clock song so I wake up with the right attitude everyday lol,fear
1869,@Bwana86 I can fear that someone is always following me everywhere I go. Does that make it true??,fear
1870,second episode of AHS 6 here i go #panic,fear
1871,second episode of AHS 6 here i go ,fear
1872,I can never find the exact #emoji that I'm after at the exact moment that I need it #nuclear #missiles.\n\n#IndianArmy ,fear
1873,The Car' (1977)\nA middle of the road #horror film that in the hands of a better filmmaker could've been a hell of a lot better. 5/10,fear
1874,The terror threat level really need to be raised,fear
1875,I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. #anxiety,fear
1876,I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. ,fear
1877,"@Curculiunculus @System1Politics Yep, as I pointed out before, it's the politics of loathing. That's why the big candidates are so horrible.",fear
1878,@rockcock64 cum and despair,fear
1879,@AliKhanSays Oh come on. RAW and ISI have been spying for decades. Spying and supporting terrorism is two different thing.,fear
1880,"Shame on you @SkyNews showing an elephant being hunted and killed, #shocking",fear
1881,"Shame on you @SkyNews showing an elephant being hunted and killed, ",fear
1882,I shower to lay in bed for about an hour then dread wearing pants for the remainder of the day,fear
1883,"@devenmiddleton i'm totally loving it, it just makes me sad when people feel super awful cuz they aren't abroad like life is still goin",fear
1884,@destaneex @ProSyndicate @EGX oh don't panic he's gonna be there,fear
1885,like srsly somebody help me deal with this social anxiety,fear
1886,Love takes off the masks that we fear we cannot live without and know we cannot live within. - James A. Baldwin,fear
1887,Romero is fucking dreadful like seriously my 11 month old is better than him.,fear
1888,"@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to #fear",fear
1889,"@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to ",fear
1890,Fuck me....what the fuuuuuuuck did I just watch?!?! #STAGESCHOOL is awful.....no that flatters it!! #shocking 😮👎,fear
1891,Why do people gotta start so much drama ? Shoot me ☹️,fear
1892,@mar_de_palabras But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human.,fear
1893,I hate freaking out and ruining things. #anxiety,fear
1894,I hate freaking out and ruining things. ,fear
1895,Paranoia is a fear every races has,fear
1896,@kohara19 It's a rare land octopus. Be very afraid.,fear
1897,"God, I've been so physically weak the whole day. So much shaking :(",fear
1898,why won't you let me go? do i threaten all your plans? im insignificant,fear
1899,It appears my fire alarm disapproves of my cooking style,fear
1900,penny dreadful just cleaved off a fraction of my heart,fear
1901,"Even at this level, rojo still manages to play god damn awful. #MUFC",fear
1902,.@billradkeradio is not a fan of The Beat Happening. But that's not to discourage aspiring other Olympia musicians! #KUOWrecord,fear
1903,"@shimian lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment #shocking",fear
1904,"@shimian lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment ",fear
1905,@dish_answers I've contacted @dish @dish_answers #awful #service #whathappenedtocustomerservice,fear
1906,@dish_answers I've contacted @dish @dish_answers  #service #whathappenedtocustomerservice,fear
1907,@ManUtd Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from @carras16 @carras16 showing why he should be in the team!!,fear
1908,"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",fear
1909,@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful,fear
1910,@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail ,fear
1911,@sandrosmom The horror!,fear
1912,@jaimeotero_ how about saying something like 'if you're concerned about privacy use it only in incognito mode'. #alarmist,fear
1913,@jaimeotero_ how about saying something like 'if you're concerned about privacy use it only in incognito mode'. ,fear
1914,@KimPiggie @kristasaidthis oh every people can make tipo. It is terrible bullying them about that. It's trvial and very sad.😔,fear
1915,"But 'for me not to worry, they'll get a glass guy over and bill us for it'",fear
1916,When you just want all the attention #cantsleep #nervous,fear
1917,When you just want all the attention #cantsleep ,fear
1918,"#GoodAfternoon! ^^ Doesn't matter whn you #start something, as long as you start it #today. 'Age' only exists in the mind. You are #Timeless",fear
1919,@comcast you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery. #cable  #service,fear
1920,@comcast you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery.  #cable #horrible #service,fear
1921,More #terror attacks on #India means something ominous for #Pakistan The current situation can't last long,fear
1922,I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. ,fear
1923,I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. #terror,fear
1924,"@Away_Label_Not True Indeed! Next time if these midnight hunger pangs worry you,then you can order delicious rolls from #TRC via @ScootsyIt",fear
1925,"Good job #Texas for saying no to #Obama for #refugees who could be #terrorists! #Wakeup, #America! #Stop #terrorism. #pray @foxandfriends",fear
1926,"@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. #bully",fear
1927,"@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. ",fear
1928,@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted #bully,fear
1929,@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted ,fear
1930,The majority of my clients have family/ partner/ day job/ life AND write their beautiful books. #awe #gratitude #HARDwork,fear
1931,The majority of my clients have family/ partner/ day job/ life AND write their beautiful books.  #gratitude #HARDwork,fear
1932,@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren't for my house! #shocking,fear
1933,@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren't for my house! ,fear
1934,"#Determine to #start putting the Word in your #heart #consistently. Every day a #line here, a line there--a tape here, a #tape there 💨",fear
1935,I went to this sushi spot &amp; they had tobi &amp; an ANBU mask hung on the wall behind them. I will start going there even tho I don't eat seafood,fear
1936,RIP 'dancing on my own' after that awful song and dance,fear
1937,"@nicky57672 Hi! We are working towards your highlighted concern and we will keep you posted on same. Regards, Himani",fear
1938,Caballero having a nightmare #sweeperkeepernot,fear
1939,"@Diana_Buds well, did she make you laugh with her panic mania or not??¿",fear
1940,"there is no shame in fear, what matters is how we face it.",fear
1941,"Val got a little too big for her hiking boots with that bakewell, the little terror #GBBO",fear
1942,@PARISDENNARD why should I listen to someone with a tie like that? #awful,fear
1943,@PARISDENNARD why should I listen to someone with a tie like that? ,fear
1944,@outmagazine jesus heck you're awful,fear
1945,I forgot #BB18 was on tonight  that is how much the real world has been distracting me #horrid ,fear
1946,"@atlabps He doesn't intimidate me, it just annoys me to have him by my side. The further he is, the better I feel",fear
1947,"I wish I could fast forward 3 months from now, I'll know then where I'm at with my girl, my classes, and basketball. Rn I have pure #anxiety",fear
1948,"I wish I could fast forward 3 months from now, I'll know then where I'm at with my girl, my classes, and basketball. Rn I have pure ",fear
1949,@DsWorld18 did you hear it? Cause I am getting messages about the ground shaking,fear
1950,Southampton playing really well here. Youngsters Matty Targett and Jake Hesketh in particular and Austin and Long formidable as a front two,fear
1951,#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz #shake,fear
1952,#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz ,fear
1953,If I was a ghost I'd haunt people by giving them cramps in both of their legs when they do cardio 😈😈😈 #Mwahaha,fear
1954,@zorefx you guys will see what i did in the next video but its fucking horrid,fear
1955,#Malaysian police arrest 4 people for suspected links to #terrorism including three #foreigners\n\n#Malaysia,fear
1956,I thought I wouldn't have to deal with that fire alarm again today and then I stepped into Mesa during their fire drill👀,fear
1957,That moment of #panic when your zipper gets stuck when you're in the #bathroom and you realize the only way out of your jeans is #scissors,fear
1958,Why does #terrorism exist in the first place? #AskTrumpOneQuestion,fear
1959,Multitasking .... I may have to induce these seeds of mine to sleep. #restless,fear
1960,Multitasking .... I may have to induce these seeds of mine to sleep. ,fear
1961,On the way to Laser Vista ... lens implantation ... #LaserVista #nervous #happy,fear
1962,On the way to Laser Vista ... lens implantation ... #LaserVista  #happy,fear
1963,Had a conversion with a random fellow passenger on a #melbourne @metrotrains yesterday evening #astounded #youwouldntreadaboutit,fear
1964,Had a conversion with a random fellow passenger on a #melbourne @metrotrains yesterday evening  #youwouldntreadaboutit,fear
1965,this girl at my new school is so pretty i am #intimidated,fear
1966,this girl at my new school is so pretty i am ,fear
1967,I wanna go to fright fest with squad,fear
1968,"@annafifield @washingtonpost all hands on deck at the post and in the msm as trump starts to lead in oh, fla, NC, NV, CO. #panic",fear
1969,"@annafifield @washingtonpost all hands on deck at the post and in the msm as trump starts to lead in oh, fla, NC, NV, CO. ",fear
1970,It's unbelievable that security guard acting like a gangster trying 2 threaten me and tell me what to do with my own home. #terrify #annoy 😡,fear
1971,"@paige_christian awe man, when are you free then? ☹️️☹️️☹️️💘💘💘",fear
1972,A good head and a good heart are always a formidable combination.' - Nelson Mandela,fear
1973,I'm a shy person,fear
1974,@Rosie #Strongwomen terrify #weakmen - don't let the #bully wear you down. Loving your consistency and truth in rough times Hang in there ❤️,fear
1975,Which #JohnCarpenter #horror #action #flick is your favorite ??,fear
1976,@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :),fear
1977,@chelseahandler I don't think your a girls girl #fraud #bully #celebeffer,fear
1978,@chelseahandler I don't think your a girls girl #fraud  #celebeffer,fear
1979,"@DrColJ @drshow #Muslims have been in USA for ages. To think that Muslims commit #terrorism due to #Islam, you gotta be out of your mind.",fear
1980,I seriously miss #ahsaftershow with @trixiemattel and @TheRealEdHansen. I need to talk about the mamasitas and the hunks of horror.,fear
1981,I can't believe this day hasn't been horrible BLESS,fear
1982,I'm also upset at my incorrect use of a comma. #grammar #struggle #hesitation #backtoschool 🎒📚,fear
1983,Worry makes you look at the problem and God makes you look at the promise.  #problem #promise   #faith #God #theanswer #spiritu...,fear
1984,@LanaDelRey @Ocelottacash tfw ur fans panic cuz they think u cut ur hair,fear
1985,Starting to get butterflies in our tummies about tomorrow...who will win?! #nervous @IPMCOGSAwards,fear
1986,shy glizzy - ride 4 u🎧,fear
1987,"@Varneyco @SheriffClarke I agree. Rioters destroy property, injure citizens, and threaten lives. We need a zero tolerance policy on riots.",fear
1988,"Kernel panic = sweating, sneezing, hiccuping, snot, tears, crying. Clearly my body has an issue with chilli.",fear
1989,Why is it so windy? So glad I didn't ride my bike. #fear #wind,fear
1990,Why is it so windy? So glad I didn't ride my bike.  #wind,fear
1991,Rear garden alarm activated  at Telford house at 106.4.,fear
1992,watching my first Cage of Death and my word this is tremendous,fear
1993,Pakistan continues to treat #terror as a matter of state policy says @MEAIndia. #UriAttack,fear
1994,I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry,fear
1995,“Worry is a down payment on a problem you may never have'.  Joyce Meyer.  #motivation #leadership #worry,fear
1996,“Worry is a down payment on a problem you may never have'.  Joyce Meyer. #motivation #leadership ,fear
1997,It's not a panic situation let's be honest. How shit are they. We just have Rooney up front 😂😂😂😂,fear
1998,Patriot rookie QB Jacoby Brissett  to start vs Houston tomorrow nite.\n\n'Been a learning process since I got here.Gotta be ready to go.',fear
1999,@MaxiNutrition order 321073 parcel 15502922895987. #awful #customercare by @DPD_UK tried to view calling card online. black image #noshow,fear
2000,The 2008 crisis was just the tremor In advance of the earthquake',fear
2001,"@bt_uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one ",fear
2002,"@bt_uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one #awful",fear
2003,I can't believe @HoustonTexans can't put up even 3 points on @Patriots #horrible #hugeletdown,fear
2004,I can't believe @HoustonTexans can't put up even 3 points on @Patriots  #hugeletdown,fear
2005,"#Question of the #day: what are some of your #nervous #habits? (biting fingernails, tapping your foot, clenching your teeth...)",fear
2006,@CapehartJ agree!  Those latest polls #alarming,fear
2007,@CapehartJ agree!  Those latest polls ,fear
2008,Changing my hair again #shocking,fear
2009,Changing my hair again ,fear
2010,"@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement",fear
2011,"Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you. #faith #leadership  #mindfulness #success",fear
2012,I've realized my anxiety is at an all time high when I'm in my office. I feel prisoned here and I pick up on bad energy.,fear
2013,@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was #shocking,fear
2014,@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was ,fear
2015,@ducktapepr @midnightaction @juliea592 @catherinerusse2 I dread to think... #DirtyPeople,fear
2016,When you realize there is #NoHopeForHumanity so you just #start focusing on what's #best for you.,fear
2017,sai manakgupta \n\nWhat about brutality by #Indian Army In #Kashmir ? isnt it terrorism ?\nIndia should accept precondition of #FreeKashmir fi…,fear
2018,@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 #nightmare,fear
2019,@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 ,fear
2020,"@carl_diggler @TMZ_Sports Thank you for saying what others are afraid to say, Carl. Big fan!",fear
2021,@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out #nervous,fear
2022,@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out ,fear
